"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","DRR751831","DRR751832","DRR751833","DRR751834","DRR751835","DRR751836","DRR751837","DRR751838","DRR751839","DRR751840","DRR751841"
"group_6723","rhaR_2","HTH-type transcriptional activator RhaR","11","11","1","1","1198","","","","893","893","893","IFAABLLP_02296","KILBOEPI_02025","HAOMLHEB_02103","GMHKIMCO_02222","FEMKLHDF_02163","FAHJDOHN_01734","PKFAGLNB_02039","DHLPIOKO_01674","MMGGOMGI_02461","COBIJBHN_01417","MMKPNOMF_02577"
"hslJ","","Heat shock protein HslJ","11","11","1","1","6094","","","","422","422","422","IFAABLLP_03425","KILBOEPI_03655","HAOMLHEB_00158","GMHKIMCO_00074","FEMKLHDF_01996","FAHJDOHN_03617","PKFAGLNB_03660","DHLPIOKO_03308","MMGGOMGI_03391","COBIJBHN_03062","MMKPNOMF_03279"
"yrfG","","GMP/IMP nucleotidase YrfG","11","11","1","1","5841","","","","668","668","668","IFAABLLP_00681","KILBOEPI_00951","HAOMLHEB_01251","GMHKIMCO_01228","FEMKLHDF_01573","FAHJDOHN_01529","PKFAGLNB_01603","DHLPIOKO_00846","MMGGOMGI_01385","COBIJBHN_00653","MMKPNOMF_01388"
"yrdA_1","","Protein YrdA","11","11","1","1","5526","","","","590","590","590","IFAABLLP_01331","KILBOEPI_03459","HAOMLHEB_01373","GMHKIMCO_01358","FEMKLHDF_01341","FAHJDOHN_00176","PKFAGLNB_00072","DHLPIOKO_00976","MMGGOMGI_01079","COBIJBHN_01026","MMKPNOMF_01081"
"fetB","","putative iron export permease protein FetB","11","11","1","2","166","","","","779","782","779","IFAABLLP_04422","KILBOEPI_01287","HAOMLHEB_04447","GMHKIMCO_04468","FEMKLHDF_02518","FAHJDOHN_04146","PKFAGLNB_04207","DHLPIOKO_04340","MMGGOMGI_02361","COBIJBHN_01606","MMKPNOMF_02359"
"group_6728","","ISKra4 family transposase ISCep1","11","11","1","1","2579","","","","602","602","602","IFAABLLP_02915","KILBOEPI_03080","HAOMLHEB_03138","GMHKIMCO_03277","FEMKLHDF_01257","FAHJDOHN_02353","PKFAGLNB_02935","DHLPIOKO_02847","MMGGOMGI_00920","COBIJBHN_03222","MMKPNOMF_00922"
"dapA","","4-hydroxy-tetrahydrodipicolinate synthase","11","11","1","1","3802","","","","878","878","878","IFAABLLP_00272","KILBOEPI_00755","HAOMLHEB_00533","GMHKIMCO_00548","FEMKLHDF_01779","FAHJDOHN_00970","PKFAGLNB_01062","DHLPIOKO_01790","MMGGOMGI_01516","COBIJBHN_02306","MMKPNOMF_01519"
"group_673","","hypothetical protein","11","11","1","2","306","","","","524","1382","1304","IFAABLLP_00886","KILBOEPI_00442","HAOMLHEB_02847","GMHKIMCO_03056","FEMKLHDF_02691","FAHJDOHN_02577","PKFAGLNB_01705","DHLPIOKO_02211","MMGGOMGI_02568","COBIJBHN_04181","MMKPNOMF_02434"
"nhaA","","Na(+)/H(+) antiporter NhaA","11","11","1","1","5577","","","","1166","1166","1166","IFAABLLP_01313","KILBOEPI_03477","HAOMLHEB_01355","GMHKIMCO_01376","FEMKLHDF_04755","FAHJDOHN_00195","PKFAGLNB_00053","DHLPIOKO_00994","MMGGOMGI_04872","COBIJBHN_01007","MMKPNOMF_04979"
"lldR_1","","Putative L-lactate dehydrogenase operon regulatory protein","11","11","1","1","1689","","","","776","776","776","IFAABLLP_00997","KILBOEPI_00335","HAOMLHEB_00941","GMHKIMCO_00867","FEMKLHDF_00944","FAHJDOHN_00397","PKFAGLNB_00650","DHLPIOKO_00336","MMGGOMGI_00504","COBIJBHN_03364","MMKPNOMF_00439"
"ptsN","","Nitrogen regulatory protein","11","11","1","1","1580","","","","491","491","491","IFAABLLP_01977","KILBOEPI_01895","HAOMLHEB_02006","GMHKIMCO_01992","FEMKLHDF_01058","FAHJDOHN_02069","PKFAGLNB_02649","DHLPIOKO_01480","MMGGOMGI_00391","COBIJBHN_02071","MMKPNOMF_00552"
"hemC","","Porphobilinogen deaminase","11","11","1","5","42","","","","962","962","962","IFAABLLP_02851","KILBOEPI_02842","HAOMLHEB_02942","GMHKIMCO_03151","FEMKLHDF_03128","FAHJDOHN_02866","PKFAGLNB_03172","DHLPIOKO_02720","MMGGOMGI_03142","COBIJBHN_02567","MMKPNOMF_03331"
"xylR","","Xylose operon regulatory protein","11","11","1","3","109","","","","1178","1178","1178","IFAABLLP_03601","KILBOEPI_03727","HAOMLHEB_03570","GMHKIMCO_03705","FEMKLHDF_03610","FAHJDOHN_03658","PKFAGLNB_03702","DHLPIOKO_03391","MMGGOMGI_03822","COBIJBHN_02496","MMKPNOMF_03879"
"moaC","","Cyclic pyranopterin monophosphate synthase","11","11","1","1","6462","","","","485","485","485","IFAABLLP_04573","KILBOEPI_04781","HAOMLHEB_04594","GMHKIMCO_04633","FEMKLHDF_03772","FAHJDOHN_00491","PKFAGLNB_00931","DHLPIOKO_03638","MMGGOMGI_03610","COBIJBHN_00273","MMKPNOMF_03642"
"purD","","Phosphoribosylamine--glycine ligase","11","11","1","7","19","","","","1289","1289","1289","IFAABLLP_04698","KILBOEPI_04597","HAOMLHEB_04316","GMHKIMCO_04682","FEMKLHDF_04328","FAHJDOHN_04213","PKFAGLNB_04215","DHLPIOKO_04443","MMGGOMGI_04515","COBIJBHN_04285","MMKPNOMF_04658"
"lplT","","Lysophospholipid transporter LplT","11","11","1","1","2219","","","","1193","1193","1193","IFAABLLP_03352","KILBOEPI_03565","HAOMLHEB_03419","GMHKIMCO_03554","FEMKLHDF_02836","FAHJDOHN_01115","PKFAGLNB_01161","DHLPIOKO_00426","MMGGOMGI_02966","COBIJBHN_01152","MMKPNOMF_03077"
"yfiB","","Outer-membrane lipoprotein YfiB","11","11","1","1","3176","","","","482","482","482","IFAABLLP_04516","KILBOEPI_04688","HAOMLHEB_04497","GMHKIMCO_04539","FEMKLHDF_04313","FAHJDOHN_04657","PKFAGLNB_04675","DHLPIOKO_04651","MMGGOMGI_03682","COBIJBHN_03286","MMKPNOMF_03739"
"hemF","","Oxygen-dependent coproporphyrinogen-III oxidase","11","11","1","1","3764","","","","899","899","899","IFAABLLP_00233","KILBOEPI_00794","HAOMLHEB_00494","GMHKIMCO_00587","FEMKLHDF_01740","FAHJDOHN_00931","PKFAGLNB_01101","DHLPIOKO_01829","MMGGOMGI_01477","COBIJBHN_02265","MMKPNOMF_01480"
"lacZ","","Beta-galactosidase","11","11","1","2","329","","","","3074","3074","3074","IFAABLLP_00909","KILBOEPI_00419","HAOMLHEB_02870","GMHKIMCO_03079","FEMKLHDF_02667","FAHJDOHN_02554","PKFAGLNB_01728","DHLPIOKO_02188","MMGGOMGI_02592","COBIJBHN_03848","MMKPNOMF_02458"
"group_6740","","putative acyl-CoA thioester hydrolase","11","11","1","1","584","","","","398","398","398","IFAABLLP_02030","KILBOEPI_01018","HAOMLHEB_01835","GMHKIMCO_02191","FEMKLHDF_04435","FAHJDOHN_04818","PKFAGLNB_04854","DHLPIOKO_03973","MMGGOMGI_02108","COBIJBHN_05116","MMKPNOMF_02210"
"sufC","","putative ATP-dependent transporter SufC","11","11","1","1","5325","","","","746","746","746","IFAABLLP_00518","KILBOEPI_00610","HAOMLHEB_00701","GMHKIMCO_00672","FEMKLHDF_00135","FAHJDOHN_03697","PKFAGLNB_03741","DHLPIOKO_02615","MMGGOMGI_00134","COBIJBHN_00552","MMKPNOMF_00134"
"grxB","","Glutaredoxin 2","11","11","1","1","1397","","","","647","647","647","IFAABLLP_02645","KILBOEPI_02533","HAOMLHEB_02250","GMHKIMCO_02671","FEMKLHDF_03046","FAHJDOHN_02757","PKFAGLNB_03060","DHLPIOKO_02317","MMGGOMGI_02859","COBIJBHN_03621","MMKPNOMF_02966"
"argG","","Argininosuccinate synthase","11","11","1","1","1613","","","","1343","1343","1343","IFAABLLP_02010","KILBOEPI_01928","HAOMLHEB_01973","GMHKIMCO_01959","FEMKLHDF_01025","FAHJDOHN_00477","PKFAGLNB_00730","DHLPIOKO_01513","MMGGOMGI_00424","COBIJBHN_02105","MMKPNOMF_00519"
"ccmB","","Heme exporter protein B","11","11","1","1","6523","","","","662","662","662","IFAABLLP_04016","KILBOEPI_04202","HAOMLHEB_01733","GMHKIMCO_01846","FEMKLHDF_00722","FAHJDOHN_00715","PKFAGLNB_00275","DHLPIOKO_03855","MMGGOMGI_00727","COBIJBHN_00950","MMKPNOMF_00736"
"group_6745","","hypothetical protein","11","11","1","1","6195","","","","1220","1220","1220","IFAABLLP_01439","KILBOEPI_02310","HAOMLHEB_02446","GMHKIMCO_02465","FEMKLHDF_02915","FAHJDOHN_01992","PKFAGLNB_02446","DHLPIOKO_02029","MMGGOMGI_02654","COBIJBHN_02186","MMKPNOMF_02762"
"yeaX","","Carnitine monooxygenase reductase subunit","11","11","1","1","5198","","","","965","965","965","IFAABLLP_04230","KILBOEPI_04098","HAOMLHEB_04015","GMHKIMCO_02566","FEMKLHDF_00255","FAHJDOHN_02705","PKFAGLNB_01993","DHLPIOKO_03922","MMGGOMGI_00254","COBIJBHN_00422","MMKPNOMF_00254"
"paaH","","3-hydroxyadipyl-CoA dehydrogenase","11","11","1","1","6078","","","","1382","1382","1382","IFAABLLP_03409","KILBOEPI_03671","HAOMLHEB_00174","GMHKIMCO_00058","FEMKLHDF_02012","FAHJDOHN_03601","PKFAGLNB_03644","DHLPIOKO_03292","MMGGOMGI_03375","COBIJBHN_03046","MMKPNOMF_03263"
"fetA","","putative iron export ATP-binding protein FetA","11","11","1","2","165","","","","677","677","677","IFAABLLP_04423","KILBOEPI_01286","HAOMLHEB_04448","GMHKIMCO_04467","FEMKLHDF_02519","FAHJDOHN_04147","PKFAGLNB_04206","DHLPIOKO_04339","MMGGOMGI_02360","COBIJBHN_01607","MMKPNOMF_02358"
"metN","","Methionine import ATP-binding protein MetN","11","11","1","1","5364","","","","1031","1031","1031","IFAABLLP_05293","KILBOEPI_02271","HAOMLHEB_05358","GMHKIMCO_05361","FEMKLHDF_01512","FAHJDOHN_00002","PKFAGLNB_00246","DHLPIOKO_05092","MMGGOMGI_01250","COBIJBHN_03159","MMKPNOMF_01252"
"ygjK","","Glucosidase YgjK","11","11","1","1","1707","","","","920","2351","1700","IFAABLLP_01016","KILBOEPI_00316","HAOMLHEB_00922","GMHKIMCO_00886","FEMKLHDF_00926","FAHJDOHN_00379","PKFAGLNB_00632","DHLPIOKO_00317","MMGGOMGI_00522","COBIJBHN_01468","MMKPNOMF_00421"
"nuoF","","NADH-quinone oxidoreductase subunit F","11","11","1","1","4542","","","","1337","1337","1337","IFAABLLP_01201","KILBOEPI_02126","HAOMLHEB_01100","GMHKIMCO_01071","FEMKLHDF_00797","FAHJDOHN_01385","PKFAGLNB_01386","DHLPIOKO_01237","MMGGOMGI_00652","COBIJBHN_00868","MMKPNOMF_00811"
"aroD","","3-dehydroquinate dehydratase","11","11","1","1","5313","","","","758","758","758","IFAABLLP_00531","KILBOEPI_00597","HAOMLHEB_00688","GMHKIMCO_00659","FEMKLHDF_00148","FAHJDOHN_03710","PKFAGLNB_03754","DHLPIOKO_02602","MMGGOMGI_00147","COBIJBHN_00538","MMKPNOMF_00147"
"alaS","","Alanine--tRNA ligase","11","11","1","1","2399","","","","2630","2630","2630","IFAABLLP_01666","KILBOEPI_01428","HAOMLHEB_01447","GMHKIMCO_01561","FEMKLHDF_03250","FAHJDOHN_01923","PKFAGLNB_02267","DHLPIOKO_00721","MMGGOMGI_03795","COBIJBHN_01306","MMKPNOMF_03852"
"pth","","Peptidyl-tRNA hydrolase","11","11","1","1","617","","","","584","584","584","IFAABLLP_02087","KILBOEPI_01074","HAOMLHEB_01892","GMHKIMCO_02134","FEMKLHDF_03353","FAHJDOHN_03170","PKFAGLNB_02337","DHLPIOKO_03166","MMGGOMGI_02783","COBIJBHN_02852","MMKPNOMF_02858"
"atoB","","Acetyl-CoA acetyltransferase","11","11","1","1","2210","","","","1181","1187","1182","IFAABLLP_03341","KILBOEPI_03554","HAOMLHEB_03430","GMHKIMCO_03565","FEMKLHDF_02825","FAHJDOHN_01126","PKFAGLNB_01172","DHLPIOKO_00437","MMGGOMGI_02977","COBIJBHN_01141","MMKPNOMF_03066"
"mntH","","Divalent metal cation transporter MntH","11","11","1","1","1857","","","","1238","1238","1238","IFAABLLP_03796","KILBOEPI_00836","HAOMLHEB_03901","GMHKIMCO_03984","FEMKLHDF_05018","FAHJDOHN_01287","PKFAGLNB_01484","DHLPIOKO_03692","MMGGOMGI_05084","COBIJBHN_04572","MMKPNOMF_05202"
"gshB","","Glutathione synthetase","11","11","1","1","273","","","","950","950","950","IFAABLLP_01772","KILBOEPI_01674","HAOMLHEB_01603","GMHKIMCO_01716","FEMKLHDF_03192","FAHJDOHN_01254","PKFAGLNB_01300","DHLPIOKO_00565","MMGGOMGI_03321","COBIJBHN_03687","MMKPNOMF_02673"
"rhtA","","Threonine/homoserine exporter RhtA","11","11","1","1","6432","","","","887","887","887","IFAABLLP_04905","KILBOEPI_04847","HAOMLHEB_04973","GMHKIMCO_04994","FEMKLHDF_03805","FAHJDOHN_00522","PKFAGLNB_00900","DHLPIOKO_03607","MMGGOMGI_03577","COBIJBHN_00241","MMKPNOMF_03675"
"group_6758","","hypothetical protein","11","11","1","1","246","","","","707","707","707","IFAABLLP_01745","KILBOEPI_01647","HAOMLHEB_01630","GMHKIMCO_01743","FEMKLHDF_03212","FAHJDOHN_01227","PKFAGLNB_01273","DHLPIOKO_00538","MMGGOMGI_03301","COBIJBHN_03706","MMKPNOMF_02653"
"menH","","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","11","11","1","1","4558","","","","758","758","758","IFAABLLP_01220","KILBOEPI_02107","HAOMLHEB_01119","GMHKIMCO_01090","FEMKLHDF_00780","FAHJDOHN_01404","PKFAGLNB_01367","DHLPIOKO_01256","MMGGOMGI_00669","COBIJBHN_00886","MMKPNOMF_00794"
"ybhS","","putative multidrug ABC transporter permease YbhS","11","11","1","1","6449","","","","1133","1133","1133","IFAABLLP_04583","KILBOEPI_04791","HAOMLHEB_04584","GMHKIMCO_04643","FEMKLHDF_03784","FAHJDOHN_00501","PKFAGLNB_00921","DHLPIOKO_03628","MMGGOMGI_03598","COBIJBHN_00263","MMKPNOMF_03654"
"recB","","RecBCD enzyme subunit RecB","11","11","1","1","2235","","","","3542","3542","3542","IFAABLLP_03368","KILBOEPI_03581","HAOMLHEB_03403","GMHKIMCO_03538","FEMKLHDF_02852","FAHJDOHN_01099","PKFAGLNB_01145","DHLPIOKO_00410","MMGGOMGI_02950","COBIJBHN_01168","MMKPNOMF_03093"
"cysS","","Cysteine--tRNA ligase","11","11","1","1","4366","","","","1385","1385","1385","IFAABLLP_03874","KILBOEPI_03967","HAOMLHEB_03836","GMHKIMCO_03904","FEMKLHDF_03450","FAHJDOHN_03998","PKFAGLNB_03964","DHLPIOKO_03573","MMGGOMGI_04225","COBIJBHN_03965","MMKPNOMF_04373"
"yehZ","","Glycine betaine-binding protein YehZ","11","11","1","1","6592","","","","917","917","917","IFAABLLP_03085","KILBOEPI_03181","HAOMLHEB_01821","GMHKIMCO_01934","FEMKLHDF_00653","FAHJDOHN_00802","PKFAGLNB_00360","DHLPIOKO_03828","MMGGOMGI_00796","COBIJBHN_02945","MMKPNOMF_00667"
"allF_1","","Oxamate carbamoyltransferase subunit AllF","11","11","1","2","303","","","","1547","1547","1547","IFAABLLP_00883","KILBOEPI_00445","HAOMLHEB_02844","GMHKIMCO_03053","FEMKLHDF_02694","FAHJDOHN_02580","PKFAGLNB_01702","DHLPIOKO_02214","MMGGOMGI_02565","COBIJBHN_04178","MMKPNOMF_02431"
"uspD","","Universal stress protein D","11","11","1","4","83","","","","428","428","428","IFAABLLP_03939","KILBOEPI_04031","HAOMLHEB_03948","GMHKIMCO_04031","FEMKLHDF_04613","FAHJDOHN_03022","PKFAGLNB_03232","DHLPIOKO_03710","MMGGOMGI_03883","COBIJBHN_02785","MMKPNOMF_03940"
"tcyJ","","L-cystine-binding protein TcyJ","11","11","1","1","4896","","","","857","857","857","IFAABLLP_03715","KILBOEPI_04266","HAOMLHEB_02690","GMHKIMCO_02899","FEMKLHDF_00428","FAHJDOHN_03279","PKFAGLNB_01857","DHLPIOKO_04015","MMGGOMGI_01907","COBIJBHN_04762","MMKPNOMF_01904"
"recQ","","ATP-dependent DNA helicase RecQ","11","11","1","5","62","","","","1835","1835","1835","IFAABLLP_02872","KILBOEPI_02863","HAOMLHEB_02921","GMHKIMCO_03130","FEMKLHDF_03148","FAHJDOHN_02886","PKFAGLNB_03151","DHLPIOKO_02699","MMGGOMGI_03122","COBIJBHN_02550","MMKPNOMF_03311"
"bioB","","Biotin synthase","11","11","1","1","6470","","","","1040","1040","1040","IFAABLLP_04564","KILBOEPI_04772","HAOMLHEB_04603","GMHKIMCO_04624","FEMKLHDF_03763","FAHJDOHN_00482","PKFAGLNB_00940","DHLPIOKO_03647","MMGGOMGI_03619","COBIJBHN_00282","MMKPNOMF_03633"
"glk","","Glucokinase","11","11","1","1","1860","","","","965","965","965","IFAABLLP_03799","KILBOEPI_00839","HAOMLHEB_03898","GMHKIMCO_03981","FEMKLHDF_03478","FAHJDOHN_01290","PKFAGLNB_01481","DHLPIOKO_03689","MMGGOMGI_03451","COBIJBHN_04569","MMKPNOMF_03508"
"group_677","","hypothetical protein","11","11","1","1","1709","","","","779","1070","1043","IFAABLLP_01018","KILBOEPI_00314","HAOMLHEB_00920","GMHKIMCO_00888","FEMKLHDF_00925","FAHJDOHN_00378","PKFAGLNB_00631","DHLPIOKO_00315","MMGGOMGI_00523","COBIJBHN_01470","MMKPNOMF_00420"
"glaR","","HTH-type transcriptional repressor GlaR","11","11","1","1","2427","","","","662","662","662","IFAABLLP_04762","KILBOEPI_04828","HAOMLHEB_04747","GMHKIMCO_04752","FEMKLHDF_04682","FAHJDOHN_04326","PKFAGLNB_04323","DHLPIOKO_00756","MMGGOMGI_04507","COBIJBHN_03254","MMKPNOMF_04624"
"livJ","","Leu/Ile/Val-binding protein","11","11","1","1","5904","","","","1103","1103","1103","IFAABLLP_00743","KILBOEPI_00889","HAOMLHEB_01189","GMHKIMCO_01166","FEMKLHDF_01637","FAHJDOHN_01468","PKFAGLNB_01664","DHLPIOKO_00784","MMGGOMGI_01321","COBIJBHN_00716","MMKPNOMF_01324"
"yjcS","","Linear primary-alkylsulfatase","11","11","1","1","487","","","","1985","1985","1985","IFAABLLP_00099","KILBOEPI_00101","HAOMLHEB_00361","GMHKIMCO_00332","FEMKLHDF_02295","FAHJDOHN_02958","PKFAGLNB_03358","DHLPIOKO_00100","MMGGOMGI_01716","COBIJBHN_02660","MMKPNOMF_01719"
"gudD","","Glucarate dehydratase","11","11","1","1","2292","","","","1340","1340","1340","IFAABLLP_01564","KILBOEPI_01326","HAOMLHEB_01550","GMHKIMCO_01663","FEMKLHDF_03556","FAHJDOHN_01822","PKFAGLNB_02165","DHLPIOKO_00619","MMGGOMGI_03481","COBIJBHN_01202","MMKPNOMF_03538"
"queC","","7-cyano-7-deazaguanine synthase","11","11","1","2","119","","","","695","695","695","IFAABLLP_02784","KILBOEPI_01237","HAOMLHEB_02533","GMHKIMCO_02795","FEMKLHDF_02570","FAHJDOHN_02274","PKFAGLNB_01824","DHLPIOKO_02387","MMGGOMGI_02309","COBIJBHN_01659","MMKPNOMF_02307"
"sgrR_2","","HTH-type transcriptional regulator SgrR","11","11","1","2","120","","","","1700","1700","1700","IFAABLLP_02785","KILBOEPI_01238","HAOMLHEB_02532","GMHKIMCO_02796","FEMKLHDF_02569","FAHJDOHN_02273","PKFAGLNB_01825","DHLPIOKO_02386","MMGGOMGI_02310","COBIJBHN_01658","MMKPNOMF_02308"
"yggS","","Pyridoxal phosphate homeostasis protein","11","11","1","1","277","","","","704","704","704","IFAABLLP_01776","KILBOEPI_01678","HAOMLHEB_01599","GMHKIMCO_01712","FEMKLHDF_03188","FAHJDOHN_01258","PKFAGLNB_01304","DHLPIOKO_00569","MMGGOMGI_03325","COBIJBHN_03683","MMKPNOMF_02677"
"yrfF","","Putative membrane protein IgaA ","11","11","1","1","5840","","","","2123","2135","2133","IFAABLLP_00680","KILBOEPI_00952","HAOMLHEB_01252","GMHKIMCO_01229","FEMKLHDF_01572","FAHJDOHN_01530","PKFAGLNB_01602","DHLPIOKO_00847","MMGGOMGI_01386","COBIJBHN_00652","MMKPNOMF_01389"
"ravA","","Regulatory ATPase RavA","11","11","1","1","1222","","","","1496","1496","1496","IFAABLLP_02368","KILBOEPI_01953","HAOMLHEB_02175","GMHKIMCO_02294","FEMKLHDF_02230","FAHJDOHN_04601","PKFAGLNB_04621","DHLPIOKO_01746","MMGGOMGI_03091","COBIJBHN_03763","MMKPNOMF_03198"
"fliP_2","","Flagellar biosynthetic protein FliP","11","11","1","1","4870","","","","737","737","737","IFAABLLP_03692","KILBOEPI_04243","HAOMLHEB_02713","GMHKIMCO_02922","FEMKLHDF_00451","FAHJDOHN_04241","PKFAGLNB_04116","DHLPIOKO_03992","MMGGOMGI_01930","COBIJBHN_04129","MMKPNOMF_01927"
"motB","","Motility protein B","11","11","1","1","5076","","","","926","926","926","IFAABLLP_02421","KILBOEPI_02679","HAOMLHEB_02662","GMHKIMCO_02871","FEMKLHDF_00349","FAHJDOHN_03307","PKFAGLNB_01885","DHLPIOKO_02540","MMGGOMGI_01828","COBIJBHN_00326","MMKPNOMF_01825"
"gss","","Bifunctional glutathionylspermidine synthetase/amidase","11","11","1","1","1797","","","","1859","1859","1859","IFAABLLP_04640","KILBOEPI_00223","HAOMLHEB_04637","GMHKIMCO_04884","FEMKLHDF_03854","FAHJDOHN_00288","PKFAGLNB_00542","DHLPIOKO_00224","MMGGOMGI_03901","COBIJBHN_01563","MMKPNOMF_03996"
"group_6782","","hypothetical protein","11","11","1","1","1690","","","","716","716","716","IFAABLLP_00998","KILBOEPI_00334","HAOMLHEB_00940","GMHKIMCO_00868","FEMKLHDF_00943","FAHJDOHN_00396","PKFAGLNB_00649","DHLPIOKO_00335","MMGGOMGI_00505","COBIJBHN_03365","MMKPNOMF_00438"
"sucB","","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex","11","11","1","1","3545","","","","1217","1217","1217","IFAABLLP_04124","KILBOEPI_04164","HAOMLHEB_04116","GMHKIMCO_04152","FEMKLHDF_03919","FAHJDOHN_03801","PKFAGLNB_03849","DHLPIOKO_03045","MMGGOMGI_03963","COBIJBHN_03895","MMKPNOMF_04067"
"dcyD","","D-cysteine desulfhydrase","11","11","1","1","4897","","","","986","986","986","IFAABLLP_03716","KILBOEPI_04267","HAOMLHEB_02689","GMHKIMCO_02898","FEMKLHDF_00427","FAHJDOHN_03280","PKFAGLNB_01858","DHLPIOKO_04016","MMGGOMGI_01906","COBIJBHN_04761","MMKPNOMF_01903"
"ubiI","","2-octaprenylphenol hydroxylase","11","11","1","1","223","","","","1202","1202","1202","IFAABLLP_01718","KILBOEPI_01620","HAOMLHEB_01657","GMHKIMCO_01770","FEMKLHDF_03239","FAHJDOHN_01201","PKFAGLNB_01247","DHLPIOKO_00511","MMGGOMGI_03274","COBIJBHN_02999","MMKPNOMF_02626"
"modB","","Molybdenum transport system permease protein ModB","11","11","1","1","3577","","","","689","689","689","IFAABLLP_04714","KILBOEPI_04613","HAOMLHEB_04726","GMHKIMCO_04731","FEMKLHDF_04466","FAHJDOHN_04555","PKFAGLNB_04545","DHLPIOKO_03087","MMGGOMGI_04588","COBIJBHN_04334","MMKPNOMF_04676"
"glnH","","Glutamine-binding periplasmic protein","11","11","1","1","6434","","","","746","746","746","IFAABLLP_04903","KILBOEPI_04845","HAOMLHEB_04971","GMHKIMCO_04992","FEMKLHDF_03803","FAHJDOHN_00520","PKFAGLNB_00902","DHLPIOKO_03609","MMGGOMGI_03579","COBIJBHN_00243","MMKPNOMF_03673"
"murR_2","","HTH-type transcriptional regulator MurR","11","11","1","1","3664","","","","848","848","848","IFAABLLP_00360","KILBOEPI_01461","HAOMLHEB_00621","GMHKIMCO_00460","FEMKLHDF_01872","FAHJDOHN_01060","PKFAGLNB_00972","DHLPIOKO_01935","MMGGOMGI_01609","COBIJBHN_02369","MMKPNOMF_01612"
"sad","","Succinate semialdehyde dehydrogenase [NAD(P)+] Sad","11","11","1","1","4812","","","","1388","1388","1388","IFAABLLP_04165","KILBOEPI_02728","HAOMLHEB_04073","GMHKIMCO_04116","FEMKLHDF_03727","FAHJDOHN_03751","PKFAGLNB_03808","DHLPIOKO_03333","MMGGOMGI_03534","COBIJBHN_04450","MMKPNOMF_03591"
"uppS","","Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)","11","11","1","1","5391","","","","758","758","758","IFAABLLP_02576","KILBOEPI_02244","HAOMLHEB_02332","GMHKIMCO_02324","FEMKLHDF_01485","FAHJDOHN_00029","PKFAGLNB_00219","DHLPIOKO_02144","MMGGOMGI_01223","COBIJBHN_03132","MMKPNOMF_01225"
"fumA","","Fumarate hydratase class I, aerobic","11","11","1","1","5632","","","","1646","1646","1646","IFAABLLP_00444","KILBOEPI_00684","HAOMLHEB_00777","GMHKIMCO_00748","FEMKLHDF_00061","FAHJDOHN_02494","PKFAGLNB_02893","DHLPIOKO_04086","MMGGOMGI_00060","COBIJBHN_03393","MMKPNOMF_00060"
"bamC","","Outer membrane protein assembly factor BamC","11","11","1","1","3801","","","","1034","1034","1034","IFAABLLP_00271","KILBOEPI_00756","HAOMLHEB_00532","GMHKIMCO_00549","FEMKLHDF_01778","FAHJDOHN_00969","PKFAGLNB_01063","DHLPIOKO_01791","MMGGOMGI_01515","COBIJBHN_02305","MMKPNOMF_01518"
"ispE","","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase","11","11","1","1","621","","","","851","851","851","IFAABLLP_02083","KILBOEPI_01070","HAOMLHEB_01888","GMHKIMCO_02138","FEMKLHDF_03349","FAHJDOHN_03174","PKFAGLNB_02341","DHLPIOKO_03170","MMGGOMGI_02787","COBIJBHN_02848","MMKPNOMF_02854"
"mshA_2","","D-inositol-3-phosphate glycosyltransferase","11","11","1","1","834","","","","1106","1106","1106","IFAABLLP_05331","KILBOEPI_05170","HAOMLHEB_05044","GMHKIMCO_05393","FEMKLHDF_04980","FAHJDOHN_04960","PKFAGLNB_05025","DHLPIOKO_05142","MMGGOMGI_05068","COBIJBHN_04734","MMKPNOMF_05196"
"ampH","","D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH","11","11","1","2","49","","","","1157","1157","1157","IFAABLLP_02714","KILBOEPI_01167","HAOMLHEB_02604","GMHKIMCO_02725","FEMKLHDF_02641","FAHJDOHN_02345","PKFAGLNB_01754","DHLPIOKO_02458","MMGGOMGI_02239","COBIJBHN_01731","MMKPNOMF_02237"
